name,id,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,cat_to_num,class_conc.mean,class_conc.sd,class_ent,eq_num_attr,freq_class.mean,freq_class.sd,inst_to_attr,joint_ent.mean,joint_ent.sd,mut_inf.mean,mut_inf.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_inst,nr_num,ns_ratio
nase_podatkovje,0,0.10315541183153214,0.12334644175999793,2.7993325529650517,0.7011380143695096,0.02493765586034913,0.0,0.019535145762771725,0.029033032007713816,0.6047202206385474,10.095791708413493,0.5,0.4978548991396557,40.1,3.344154527076326,0.7106403843864122,0.05989824652727273,0.04346610317407688,30,0,0,2,1203,30,45.73479968550442
